time (PST),fog drip,rain (mm),wind gust (m/s),air temperature (C),relative humidity (%),wind speed (m/s),wind direction (deg)
2005-09-18 09:00:00,0.0,0.0,1.308,13.575,97.7,0.5205,223.675
2005-09-18 10:00:00,0.0,0.0,2.29,14.4925,92.375,1.31275,231.5
2005-09-18 11:00:00,0.0,0.0,2.012,16.1425,80.97,1.358,228.35
2005-09-18 12:00:00,0.0,0.0,3.007,18.11,70.9675,1.7965,232.525
2005-09-18 13:00:00,0.0,0.0,2.649,18.072499999999998,70.4625,1.7329999999999999,236.15
2005-09-18 14:00:00,0.0,0.0,2.569,17.6875,70.515,1.647,235.6
2005-09-18 15:00:00,0.0,0.0,1.828,18.8375,65.7975,1.192,233.525
2005-09-18 16:00:00,0.0,0.0,1.459,17.67,70.42,0.95,247.325
2005-09-18 17:00:00,0.0,0.0,1.82,17.33,71.175,0.684,308.3
2005-09-18 18:00:00,0.0,0.0,1.865,17.51,61.0925,1.0135,315.425
2005-09-18 19:00:00,0.0,0.0,1.53,14.515,74.345,0.893,220.15
2005-09-18 20:00:00,0.0,0.0,1.14,15.0075,69.41,0.57875,202.575
2005-09-18 21:00:00,0.0,0.0,1.045,17.2075,56.615,0.44325000000000003,164.85
2005-09-18 22:00:00,0.0,0.0,1.481,18.1375,56.08,0.668,104.875
2005-09-18 23:00:00,0.0,0.0,1.39,18.4825,56.165,1.0635,93.675
2005-09-19 00:00:00,0.0,0.0,1.446,17.48,60.4925,1.01975,63.802499999999995
2005-09-19 01:00:00,0.0,0.0,1.018,17.1775,61.34,0.56675,55.755
2005-09-19 02:00:00,0.0,0.0,1.844,14.52,80.5875,0.928,52.8525
2005-09-19 03:00:00,0.0,0.0,1.953,12.845,93.975,1.2585,43.6975
2005-09-19 04:00:00,0.0,0.0,1.991,12.7925,97.675,1.204,50.4675
2005-09-19 05:00:00,0.0,0.0,1.625,12.76,97.975,0.872,43.95
2005-09-19 06:00:00,0.0,0.0,1.676,12.7575,98.15,1.0025,48.879999999999995
2005-09-19 07:00:00,0.0,0.0,1.573,13.1125,98.2,0.5529999999999999,57.2825
2005-09-19 08:00:00,0.0,0.0,1.506,14.3225,93.75,0.46775,53.0975
2005-09-19 09:00:00,0.0,0.0,1.664,16.125,83.065,0.7915,54.8875
2005-09-19 10:00:00,0.0,0.0,2.626,16.85,78.6175,1.36225,98.225
2005-09-19 11:00:00,0.0,0.0,3.477,17.7425,74.3925,1.92825,116.1
2005-09-19 12:00:00,0.0,0.0,3.557,17.3775,76.3675,2.18125,146.2
2005-09-19 13:00:00,0.0,0.0,3.178,18.107499999999998,72.215,1.96875,136.725
2005-09-19 14:00:00,0.0,0.0,2.569,19.665,66.0325,1.5282499999999999,153.0
2005-09-19 15:00:00,0.0,0.0,2.447,19.3875,67.505,1.49375,170.075
2005-09-19 16:00:00,0.0,0.0,2.198,18.645,69.7375,1.301,179.375
2005-09-19 17:00:00,0.0,0.0,2.324,17.6725,72.9975,0.69925,271.325
2005-09-19 18:00:00,0.0,0.0,0.815,14.8275,83.7925,0.3095,186.3925
2005-09-19 19:00:00,0.0,0.0,0.911,12.879999999999999,93.6,0.24475,58.1875
2005-09-19 20:00:00,0.0,0.0,0.5,12.04,95.825,0.08475,126.0825
2005-09-19 21:00:00,0.0,0.0,1.553,13.295,86.2425,0.61975,68.6725
2005-09-19 22:00:00,0.0,0.0,2.226,11.9175,96.625,0.864,91.92
2005-09-19 23:00:00,0.0,0.0,1.45,11.895,98.0,0.5900000000000001,74.4625
2005-09-20 00:00:00,0.0,0.0,1.228,12.955,93.3,0.57025,40.6875
2005-09-20 01:00:00,0.0,0.0,1.48,13.805,76.53999999999999,0.52125,129.2375
2005-09-20 02:00:00,0.0,0.0,0.882,13.5075,84.80000000000001,0.324,60.3225
2005-09-20 03:00:00,0.0,0.0,1.073,12.817499999999999,87.525,0.33925,79.79
2005-09-20 04:00:00,0.0,0.0,0.995,14.2075,73.055,0.43625,53.7875
2005-09-20 05:00:00,0.0,0.0,1.094,14.2925,74.235,0.50275,83.9225
2005-09-20 06:00:00,0.0,0.0,1.13,14.2075,78.345,0.5049999999999999,55.885
2005-09-20 07:00:00,0.0,0.0,1.089,17.2875,57.485,0.4405,72.5375
2005-09-20 08:00:00,0.0,0.0,1.805,18.335,58.275,0.55775,94.125
2005-09-20 09:00:00,0.0,0.0,2.285,20.9425,42.41,0.81225,140.02499999999998
2005-09-20 10:00:00,0.0,0.0,2.911,21.740000000000002,43.5525,1.1045,165.75
2005-09-20 11:00:00,0.0,0.0,2.202,20.9425,55.575,1.12975,208.125
2005-09-20 12:00:00,0.0,0.0,1.793,21.1875,58.504999999999995,1.054,226.52499999999998
2005-09-20 13:00:00,0.0,0.0,3.224,18.752499999999998,67.645,1.8905,228.7
2005-09-20 14:00:00,0.0,0.0,2.51,18.905,66.41,1.51525,225.025
2005-09-20 15:00:00,0.0,0.0,2.687,17.295,68.725,1.704,239.425
2005-09-20 16:00:00,0.0,0.0,1.266,19.465,58.457499999999996,0.6885,272.3
2005-09-20 17:00:00,0.0,0.0,1.12,17.4025,66.3875,0.46075,247.125
2005-09-20 18:00:00,0.0,0.0,1.022,13.442499999999999,74.5275,0.23975000000000002,165.925
2005-09-20 19:00:00,0.0,0.0,1.509,12.2075,85.4,0.86775,207.0
2005-09-20 20:00:00,0.0,0.0,1.169,11.285,91.4,0.7915,196.225
2005-09-20 21:00:00,0.0,0.0,1.138,11.4675,88.4,0.813,173.4
2005-09-20 22:00:00,0.0,0.0,1.842,10.6075,95.675,1.15,189.10000000000002
2005-09-20 23:00:00,0.0,0.0,1.87,10.5225,98.025,0.8915,208.85
2005-09-21 00:00:00,0.0,0.0,0.786,15.14,75.72,0.27775,91.08
2005-09-21 01:00:00,0.0,0.0,1.018,13.5925,74.865,0.38625,161.4
2005-09-21 02:00:00,0.0,0.0,1.065,10.3125,97.2,0.2515,179.7
2005-09-21 03:00:00,0.0,0.0,0.967,13.32,92.125,0.24675,79.0025
2005-09-21 04:00:00,0.0,0.0,1.122,14.645,84.2825,0.36350000000000005,87.015
2005-09-21 05:00:00,0.0,0.0,1.165,17.455,71.7425,0.618,69.675
2005-09-21 06:00:00,0.0,0.0,1.586,17.1675,73.285,0.38,111.11
2005-09-21 07:00:00,0.0,0.0,0.769,14.317499999999999,86.8575,0.16125,91.7425
2005-09-21 08:00:00,0.0,0.0,1.071,20.3325,61.695,0.31025,99.5045
2005-09-21 09:00:00,0.0,0.0,1.405,22.39,54.02,0.66425,191.8
2005-09-21 10:00:00,0.0,0.0,1.344,20.9175,61.9025,0.871,239.85
2005-09-21 11:00:00,0.0,0.0,1.494,22.072499999999998,58.22,0.95,239.45
2005-09-21 12:00:00,0.0,0.0,2.04,23.4525,52.95,1.32725,221.725
2005-09-21 13:00:00,0.0,0.0,2.03,23.4725,52.6825,1.4297499999999999,234.75
2005-09-21 14:00:00,0.0,0.0,1.885,23.865000000000002,50.09,1.4405000000000001,216.775
2005-09-21 15:00:00,0.0,0.0,1.839,22.7225,54.95,1.16625,244.05
2005-09-21 16:00:00,0.0,0.0,2.708,18.1575,70.16,1.82525,244.975
2005-09-21 17:00:00,0.0,0.0,2.659,14.77,78.86,1.7865,256.675
2005-09-21 18:00:00,0.0,0.0,3.499,17.9275,60.0,2.3649999999999998,273.5
2005-09-21 19:00:00,0.0,0.0,3.061,20.3125,44.0825,2.04925,265.325
2005-09-21 20:00:00,0.0,0.0,2.878,21.0875,41.005,1.18325,260.8
2005-09-21 21:00:00,0.0,0.0,1.29,21.1675,44.6575,0.47250000000000003,241.675
2005-09-21 22:00:00,0.0,0.0,1.379,20.725,46.87,0.588,248.55
2005-09-21 23:00:00,0.0,0.0,2.027,21.495,45.4075,1.31675,323.075
2005-09-22 00:00:00,0.0,0.0,1.64,20.6025,48.707499999999996,0.8654999999999999,315.275
2005-09-22 01:00:00,0.0,0.0,1.248,22.4775,41.36,0.4565,127.9675
2005-09-22 02:00:00,0.0,0.0,2.612,23.7275,36.1175,0.88025,76.4575
2005-09-22 03:00:00,0.0,0.0,1.637,23.3275,37.135,0.7205,133.95
2005-09-22 04:00:00,0.0,0.0,0.857,20.6475,46.685,0.21575,203.95
2005-09-22 05:00:00,0.0,0.0,0.514,22.685000000000002,39.2375,0.052500000000000005,108.16
2005-09-22 06:00:00,0.0,0.0,0.82,23.5125,35.985,0.30625,214.2
2005-09-22 07:00:00,0.0,0.0,1.117,21.54,44.3425,0.647,250.825
2005-09-22 08:00:00,0.0,0.0,1.777,23.1575,41.355000000000004,0.90325,220.3
2005-09-22 09:00:00,0.0,0.0,1.63,24.7675,42.042500000000004,0.837,235.05
2005-09-22 10:00:00,0.0,0.0,1.686,25.9925,40.3975,1.22825,229.675
2005-09-22 11:00:00,0.0,0.0,2.14,25.46,44.7175,1.294,218.9
2005-09-22 12:00:00,0.0,0.0,2.494,24.9225,43.325,1.3735,215.725
2005-09-22 13:00:00,0.0,0.0,2.216,26.5825,33.5275,1.803,215.975
2005-09-22 14:00:00,0.0,0.0,2.496,24.675,44.425,1.8805,234.375
2005-09-22 15:00:00,0.0,0.0,3.652,20.6675,57.7625,2.19575,255.5
2005-09-22 16:00:00,0.0,0.0,3.791,15.9025,76.85,2.27025,264.45
2005-09-22 17:00:00,0.0,0.0,2.938,21.905,46.2625,2.04075,301.875
2005-09-22 18:00:00,0.0,0.0,3.022,19.355,56.9375,1.89375,271.65
2005-09-22 19:00:00,0.0,0.0,2.956,18.1075,58.769999999999996,1.89025,251.9
2005-09-22 20:00:00,0.0,0.0,2.736,17.8625,58.83,1.35975,248.9
2005-09-22 21:00:00,0.0,0.0,2.826,15.7925,69.215,1.762,260.475
2005-09-22 22:00:00,0.0,0.0,3.468,11.282499999999999,97.625,2.0955,246.675
2005-09-22 23:00:00,0.0,0.0,2.275,13.3875,82.97749999999999,1.22475,252.675
2005-09-23 00:00:00,0.0,0.0,2.265,11.14,97.375,1.39875,222.2
2005-09-23 01:00:00,0.0,0.0,2.198,10.969999999999999,98.225,0.58575,227.375
2005-09-23 02:00:00,0.0,0.0,2.066,11.45,98.35,0.3345,176.4325
2005-09-23 03:00:00,0.0,0.0,0.688,11.094999999999999,97.525,0.25175000000000003,101.6925
2005-09-23 04:00:00,0.0,0.0,0.97,13.7,92.575,0.17925,89.3375
2005-09-23 05:00:00,0.0,0.0,1.601,14.620000000000001,83.6625,0.476,90.44
2005-09-23 06:00:00,0.0,0.0,1.06,12.8375,93.175,0.17825000000000002,117.46000000000001
2005-09-23 07:00:00,0.0,0.0,2.024,12.115,95.25,0.6837500000000001,233.5
2005-09-23 08:00:00,0.0,0.0,1.973,12.135,97.2,0.9962500000000001,266.275
2005-09-23 09:00:00,0.0,0.0,1.334,14.785,89.725,0.64125,247.0
2005-09-23 10:00:00,0.0,0.0,2.048,17.11,75.9625,1.17875,234.775
2005-09-23 11:00:00,0.0,0.0,3.141,17.619999999999997,69.95,1.996,233.925
2005-09-23 12:00:00,0.0,0.0,3.402,15.9275,80.66,2.39175,247.825
2005-09-23 13:00:00,0.0,0.0,3.781,14.879999999999999,79.085,3.12025,247.475
2005-09-23 14:00:00,0.0,0.0,4.193,14.2225,83.0,3.45075,249.075
2005-09-23 15:00:00,0.0,0.0,4.077,14.2725,83.80000000000001,3.39025,255.125
2005-09-23 16:00:00,0.0,0.0,4.371,13.68,86.25,3.3714999999999997,255.375
2005-09-23 17:00:00,0.0,0.0,4.665,12.254999999999999,92.175,3.5397499999999997,254.875
2005-09-23 18:00:00,0.0,0.0,3.879,10.945,97.0,2.968,264.525
2005-09-23 19:00:00,0.0,0.0,4.154,10.7,98.0,2.9939999999999998,274.25
2005-09-23 20:00:00,0.0,0.0,4.062,10.4925,98.325,3.08675,267.7
2005-09-23 21:00:00,0.0,0.0,4.224,10.3625,98.5,3.572,257.6
2005-09-23 22:00:00,0.0,0.0,3.864,10.2175,98.675,3.09775,266.8
2005-09-23 23:00:00,0.0,0.0,4.106,10.0,98.75,3.3,264.29999999999995
2005-09-24 00:00:00,0.0,0.0,4.402,9.9225,98.8,3.41575,256.875
2005-09-24 01:00:00,0.0,0.0,4.689,9.497499999999999,98.875,3.5382499999999997,260.075
2005-09-24 02:00:00,0.0,0.0,4.72,9.3225,98.9,3.53825,261.5
2005-09-24 03:00:00,0.0,0.0,3.275,9.1075,98.92500000000001,2.4075,265.575
2005-09-24 04:00:00,0.0,0.0,3.703,8.85,99.0,2.60025,259.65
2005-09-24 05:00:00,0.0,0.0,2.581,8.6275,99.025,1.77975,251.525
2005-09-24 06:00:00,0.0,0.0,2.323,8.555,99.1,1.457,247.0
2005-09-24 07:00:00,0.0,0.0,2.767,8.97,99.0,1.487,243.25
2005-09-24 08:00:00,0.0,0.0,2.089,9.9225,98.825,1.3319999999999999,240.225
2005-09-24 09:00:00,0.0,0.0,2.488,11.31,95.05,1.90175,240.85
2005-09-24 10:00:00,0.0,0.0,2.53,12.8375,85.025,1.958,243.05
2005-09-24 11:00:00,0.0,0.0,2.997,13.959999999999999,78.41,1.9385,240.375
2005-09-24 12:00:00,0.0,0.0,2.775,14.355,77.24000000000001,1.86175,246.575
2005-09-24 13:00:00,0.0,0.0,3.332,14.7325,74.39,2.157,241.225
2005-09-24 14:00:00,0.0,0.0,3.177,14.535,76.7975,2.1254999999999997,242.25
2005-09-24 15:00:00,0.0,0.0,3.275,14.635,75.8425,2.01125,243.675
2005-09-24 16:00:00,0.0,0.0,3.076,13.8975,78.3075,2.086,245.85
2005-09-24 17:00:00,0.0,0.0,3.041,11.385,89.57499999999999,1.89425,254.35000000000002
2005-09-24 18:00:00,0.0,0.0,2.764,10.145,95.05,1.908,264.775
2005-09-24 19:00:00,0.0,0.0,2.793,10.1075,97.45,1.86225,270.925
2005-09-24 20:00:00,0.0,0.0,2.461,10.23,98.2,1.65625,261.9
2005-09-24 21:00:00,0.0,0.0,2.891,10.365,98.45,2.05025,269.65
2005-09-24 22:00:00,0.0,0.0,2.12,10.2825,98.55,1.16075,239.8
2005-09-24 23:00:00,0.0,0.0,0.8,9.98,98.625,0.20525,213.02499999999998
2005-09-25 00:00:00,0.0,0.0,0.786,10.557500000000001,98.325,0.27175000000000005,139.5625
2005-09-25 01:00:00,0.0,0.0,0.774,10.817499999999999,94.2,0.28475,76.7375
2005-09-25 02:00:00,0.0,0.0,0.902,11.345,94.425,0.3735,51.5125
2005-09-25 03:00:00,0.0,0.0,1.006,11.325000000000001,97.0,0.454,79.94
2005-09-25 04:00:00,0.0,0.0,1.357,11.4475,95.425,0.48225,78.0925
2005-09-25 05:00:00,0.0,0.0,1.006,11.7625,92.625,0.63375,48.615
2005-09-25 06:00:00,0.0,0.0,1.468,11.59,91.975,0.38025000000000003,57.3475
2005-09-25 07:00:00,0.0,0.0,1.014,12.0925,92.025,0.33499999999999996,81.09
2005-09-25 08:00:00,0.0,0.0,1.606,12.8575,91.325,0.48025,57.237500000000004
2005-09-25 09:00:00,0.0,0.0,1.187,13.787500000000001,85.825,0.3755,95.985
2005-09-25 10:00:00,0.0,0.0,1.61,15.3125,79.475,0.6675,184.0225
2005-09-25 11:00:00,0.0,0.0,2.316,16.4675,75.1925,1.0122499999999999,159.775
2005-09-25 12:00:00,0.0,0.0,2.584,17.642500000000002,69.505,1.371,162.55
2005-09-25 13:00:00,0.0,0.0,2.491,18.044999999999998,69.67,1.56375,198.6
2005-09-25 14:00:00,0.0,0.0,2.759,17.942500000000003,70.645,1.50375,224.6
2005-09-25 15:00:00,0.0,0.0,2.723,17.0075,73.325,1.759,238.7
2005-09-25 16:00:00,0.0,0.0,1.749,13.4125,88.95,0.94975,236.125
2005-09-25 17:00:00,0.0,0.0,1.258,13.4375,87.7,0.33525,129.48
2005-09-25 18:00:00,0.0,0.0,0.745,12.844999999999999,67.52250000000001,0.1995,130.54999999999998
2005-09-25 19:00:00,0.0,0.0,1.501,17.052500000000002,13.715,0.52875,86.585
2005-09-25 20:00:00,0.0,0.0,0.975,14.225,46.985,0.37474999999999997,142.58
2005-09-25 21:00:00,0.0,0.0,1.718,14.7975,43.739999999999995,0.5437500000000001,122.3825
2005-09-25 22:00:00,0.0,0.0,1.441,15.545000000000002,41.0775,0.19825,263.325
2005-09-25 23:00:00,0.0,0.0,2.042,15.315000000000001,48.2025,0.7142499999999999,77.83
2005-09-26 00:00:00,0.0,0.0,1.944,19.35,21.395,0.9765,39.275
2005-09-26 01:00:00,0.0,0.0,3.1,13.2925,67.2225,1.12575,197.70749999999998
2005-09-26 02:00:00,0.0,0.0,3.771,15.9525,49.375,1.346,79.5875
2005-09-26 03:00:00,0.0,0.0,3.987,13.4525,74.775,1.39575,143.53
2005-09-26 04:00:00,0.0,0.0,5.207,15.3275,56.347500000000004,1.2734999999999999,86.02
2005-09-26 05:00:00,0.0,0.0,2.432,11.675,90.2475,1.05475,169.5025
2005-09-26 06:00:00,0.0,0.0,2.829,13.6675,73.69999999999999,0.55625,158.625
2005-09-26 07:00:00,0.0,0.0,2.207,12.58,85.8825,0.6055,167.015
2005-09-26 08:00:00,0.0,0.0,1.563,13.5725,78.5875,0.5900000000000001,90.2075
2005-09-26 09:00:00,0.0,0.0,2.313,14.165,71.36749999999999,0.9804999999999999,109.63749999999999
2005-09-26 10:00:00,0.0,0.0,2.674,13.585,80.47,1.0955,191.1175
2005-09-26 11:00:00,0.0,0.0,2.412,14.335,82.555,0.92675,220.55
2005-09-26 12:00:00,0.0,0.0,3.863,13.48,85.785,1.358,185.04500000000002
2005-09-26 13:00:00,0.0,0.0,2.489,13.4825,90.775,0.8422499999999999,177.4725
2005-09-26 14:00:00,0.0,0.0,4.59,13.9275,91.525,1.72775,271.95
2005-09-26 15:00:00,0.0,0.0,2.715,12.5775,94.85,1.33025,193.73225000000002
2005-09-26 16:00:00,0.0,0.0,2.44,13.2375,95.7,1.301,257.725
2005-09-26 17:00:00,0.0,0.0,2.314,12.6125,95.5,1.53725,255.425
2005-09-26 18:00:00,0.0,0.0,1.749,11.43,96.55,1.27225,249.975
2005-09-26 19:00:00,0.0,0.0,2.558,10.95,97.025,1.742,243.95
2005-09-26 20:00:00,0.0,0.0,2.875,10.8,97.725,1.9065,247.525
2005-09-26 21:00:00,0.0,0.0,3.087,10.98,98.2,2.07225,250.825
2005-09-26 22:00:00,0.0,0.0,3.139,11.0475,98.45,2.18025,250.65
2005-09-26 23:00:00,0.0,0.0,3.059,10.79,98.57499999999999,2.1182499999999997,256.525
2005-09-27 00:00:00,0.0,0.0,3.247,10.525,98.675,2.22675,249.2
2005-09-27 01:00:00,0.0,0.0,2.814,10.23,98.775,1.98725,267.75
2005-09-27 02:00:00,0.0,0.0,3.52,9.85,98.8,2.4067499999999997,260.475
2005-09-27 03:00:00,0.0,0.0,3.077,9.9925,97.825,2.26125,261.05
2005-09-27 04:00:00,0.0,0.0,3.399,9.9525,95.375,2.2720000000000002,267.65
2005-09-27 05:00:00,0.0,0.0,3.241,10.004999999999999,91.725,2.3035,270.6
2005-09-27 06:00:00,0.0,0.0,2.517,10.2625,87.85,1.87225,260.775
2005-09-27 07:00:00,0.0,0.0,2.264,10.81,84.97,1.478,245.8
2005-09-27 08:00:00,0.0,0.0,1.767,13.4625,75.9325,1.03675,256.2
2005-09-27 09:00:00,0.0,0.0,2.043,14.165,82.675,1.2770000000000001,243.225
2005-09-27 10:00:00,0.0,0.0,2.368,15.8125,74.495,1.6065,243.775
2005-09-27 11:00:00,0.0,0.0,2.736,17.4475,64.57000000000001,1.81925,238.425
2005-09-27 12:00:00,0.0,0.0,4.0,17.7575,61.5625,2.732,246.625
2005-09-27 13:00:00,0.0,0.0,4.075,17.54,62.394999999999996,3.1035,248.6
2005-09-27 14:00:00,0.0,0.0,3.848,16.5125,72.50999999999999,3.18275,252.6
2005-09-27 15:00:00,0.0,0.0,3.918,15.535,77.27000000000001,3.2662500000000003,250.1
2005-09-27 16:00:00,0.0,0.0,4.124,14.7625,78.8475,3.21125,249.6
2005-09-27 17:00:00,0.0,0.0,3.68,13.4875,85.3,2.24975,252.79999999999998
2005-09-27 18:00:00,0.0,0.0,2.267,11.7325,93.275,1.512,259.05
2005-09-27 19:00:00,0.0,0.0,1.97,11.235,95.95,1.4147500000000002,249.225
2005-09-27 20:00:00,0.0,0.0,2.14,12.075,91.275,1.41075,265.925
2005-09-27 21:00:00,0.0,0.0,2.842,12.82,85.55,1.87675,266.375
2005-09-27 22:00:00,0.0,0.0,2.883,13.235,81.5825,1.809,256.775
2005-09-27 23:00:00,0.0,0.0,3.213,18.9775,39.855000000000004,1.8415000000000001,326.975
2005-09-28 00:00:00,0.0,0.0,1.635,22.8375,18.4575,0.5765,12.195
2005-09-28 01:00:00,0.0,0.0,2.066,22.9625,18.685,1.1515,184.95600000000002
2005-09-28 02:00:00,0.0,0.0,1.579,22.95,19.4775,0.76925,31.4975
2005-09-28 03:00:00,0.0,0.0,1.601,23.645,18.802500000000002,0.59475,21.6815
2005-09-28 04:00:00,0.0,0.0,1.967,23.3475,21.0575,0.7705,33.4925
2005-09-28 05:00:00,0.0,0.0,2.925,23.99,23.11,1.1720000000000002,15.3905
2005-09-28 06:00:00,0.0,0.0,3.294,24.1925,24.035,1.60925,263.9725
2005-09-28 07:00:00,0.0,0.0,2.032,24.802500000000002,23.345,1.07525,256.5125
2005-09-28 08:00:00,0.0,0.0,2.435,27.5925,20.63,1.267,344.175
2005-09-28 09:00:00,0.0,0.0,1.743,29.5925,18.6625,0.8095,213.37
2005-09-28 10:00:00,0.0,0.0,3.285,30.3975,16.745,1.60375,12.924
2005-09-28 11:00:00,0.0,0.0,2.372,31.645,15.2375,1.4855,97.1965
2005-09-28 12:00:00,0.0,0.0,2.948,31.697499999999998,17.3975,1.3645,242.93449999999999
2005-09-28 13:00:00,0.0,0.0,2.424,28.8425,27.8375,1.463,253.6
2005-09-28 14:00:00,0.0,0.0,2.398,27.855,29.965,1.6655,245.0
