time (PST),fog,fog tips,rain (mm),air temperature (C),relative humidity (%),wind speed (m/s),wind gust (m/s),wind direction (deg)
2006-01-31 13:00:00,0.0,0.0,0.0,13.2925,59.2775,2.6065,3.01475,296.5
2006-01-31 14:00:00,0.0,0.0,0.0,14.2875,50.54,3.07775,3.7145,293.975
2006-01-31 15:00:00,0.0,0.0,0.0,12.605,71.055,2.9699999999999998,3.471,303.925
2006-01-31 16:00:00,0.0,0.0,0.0,10.5175,81.775,2.16775,2.68825,304.82500000000005
2006-01-31 17:00:00,0.0,0.0,0.0,9.3025,86.825,2.017,2.6595,302.625
2006-01-31 18:00:00,0.0,0.0,0.0,8.08625,94.975,2.06425,2.7685,305.125
2006-01-31 19:00:00,0.0,0.0,0.0,7.807,97.17500000000001,1.86025,2.50075,326.225
2006-01-31 20:00:00,0.0,0.0,0.0,8.0305,91.225,1.15,1.65775,326.05
2006-01-31 21:00:00,0.0,0.0,0.0,9.2435,75.9325,0.9052499999999999,1.38675,209.98475
2006-01-31 22:00:00,0.0,0.0,0.0,7.8535,94.375,1.1495,1.6,279.9
2006-01-31 23:00:00,0.0,0.0,0.0,9.790000000000001,66.05,1.1145,1.82625,300.65
2006-02-01 00:00:00,0.0,0.0,0.0,13.05,40.095,0.74275,1.4155,323.95
2006-02-01 01:00:00,0.0,0.0,0.0,11.7625,50.9075,0.82875,1.4625,191.89999999999998
2006-02-01 02:00:00,0.0,0.0,0.0,10.1725,64.645,0.70275,1.1475,253.95
2006-02-01 03:00:00,0.0,0.0,0.0,8.4925,68.545,1.35,2.1025,258.725
2006-02-01 04:00:00,0.0,0.0,0.0,9.432500000000001,58.3625,0.7875000000000001,1.36775,285.775
2006-02-01 05:00:00,0.0,0.0,0.0,8.5975,65.16499999999999,0.86025,1.4665,292.525
2006-02-01 06:00:00,0.0,0.0,0.0,8.467500000000001,62.817499999999995,1.129,1.53725,299.625
2006-02-01 07:00:00,0.0,0.0,0.0,8.8575,59.417500000000004,1.1327500000000001,1.71475,308.15
2006-02-01 08:00:00,0.0,0.0,0.0,9.4,61.5625,1.196,1.77225,298.35
2006-02-01 09:00:00,0.0,0.0,0.0,10.8575,65.3,1.464,1.9625,308.025
2006-02-01 10:00:00,0.0,0.0,0.0,13.0175,54.2825,1.8624999999999998,2.45425,311.6
2006-02-01 11:00:00,0.0,0.0,0.0,14.055,54.7725,2.622,3.39325,315.2
2006-02-01 12:00:00,0.0,0.0,0.0,15.38,51.9475,2.8192500000000003,3.63125,309.3
2006-02-01 13:00:00,0.0,0.0,0.0,15.815000000000001,50.2125,3.37125,4.21325,303.75
2006-02-01 14:00:00,0.0,0.0,0.0,14.075,59.19,4.191,5.05225,291.4
2006-02-01 15:00:00,0.0,0.0,0.0,12.73,68.17,4.29875,5.09775,295.525
2006-02-01 16:00:00,0.0,0.0,0.0,11.99,75.2125,4.3580000000000005,5.4145,302.65
2006-02-01 17:00:00,0.0,0.0,0.0,10.92,82.3825,3.72125,4.688,304.225
2006-02-01 18:00:00,0.0,0.0,0.0,10.365,84.5,2.51025,3.74025,299.95
2006-02-01 19:00:00,0.0,0.0,0.0,10.05,88.15,2.02825,2.72925,309.15
2006-02-01 20:00:00,0.0,0.0,0.0,9.24,96.25,2.81025,3.334,314.45
2006-02-01 21:00:00,0.0,0.0,0.0,8.9825,97.925,2.29625,2.86275,314.6
2006-02-01 22:00:00,0.0,0.0,0.0,8.85,98.2,1.75775,2.2155,308.075
2006-02-01 23:00:00,0.0,0.0,0.0,8.97,98.2,1.801,2.28375,314.325
2006-02-02 00:00:00,0.0,0.0,0.0,10.692499999999999,81.115,1.46225,2.04075,322.125
2006-02-02 01:00:00,0.0,0.0,0.0,10.4325,81.8625,1.513,1.9249999999999998,309.025
2006-02-02 02:00:00,0.0,0.0,0.0,8.96,94.275,1.6875,2.36975,306.075
2006-02-02 03:00:00,0.0,0.0,0.0,8.7475,96.925,1.59125,2.11075,321.35
2006-02-02 04:00:00,0.0,0.0,0.0,8.8475,97.1,2.162,2.6494999999999997,319.65
2006-02-02 05:00:00,0.0,0.0,0.0,9.0025,96.6,2.315,2.83125,314.17499999999995
2006-02-02 06:00:00,0.0,0.0,0.0,9.11,97.725,2.579,3.32175,310.1
2006-02-02 07:00:00,0.0,0.0,0.0,9.305,98.075,3.7195,4.716,298.175
2006-02-02 08:00:00,0.0,0.0,0.0,9.8,98.3,2.90725,3.79875,317.275
2006-02-02 09:00:00,0.0,0.0,0.0,11.2175,96.6,2.782,3.67425,316.975
2006-02-02 10:00:00,0.0,0.0,0.0,12.73,89.5,3.30875,4.459,297.975
2006-02-02 11:00:00,0.0,0.0,0.0,13.155000000000001,88.875,2.685,3.54175,287.175
2006-02-02 12:00:00,0.0,0.0,0.0,12.3825,92.25,2.5975,3.204,311.95
2006-02-02 13:00:00,0.0,0.0,0.0,13.98,84.72500000000001,2.88475,3.6639999999999997,290.35
2006-02-02 14:00:00,0.0,0.0,0.0,13.8475,83.85,3.33075,4.205,310.925
2006-02-02 15:00:00,0.0,0.0,0.0,14.38,80.8725,2.51125,3.416,298.8
2006-02-02 16:00:00,0.0,0.0,0.0,12.2925,90.025,2.3705,3.10125,300.225
2006-02-02 17:00:00,0.0,0.0,0.0,10.59,97.35,2.4435000000000002,3.154,318.0
2006-02-02 18:00:00,0.0,0.0,0.0,10.2575,98.075,2.76225,3.6209999999999996,313.5
2006-02-02 19:00:00,0.0,0.0,0.0,10.0925,98.3,2.21675,2.843,307.85
2006-02-02 20:00:00,0.0,0.0,0.0,9.8575,98.42500000000001,2.2095,2.83625,317.75
2006-02-02 21:00:00,0.0,0.0,0.0,9.6,98.5,1.76525,2.26775,324.0
2006-02-02 22:00:00,0.0,0.0,0.0,9.615,98.6,1.592,2.19175,266.62
2006-02-02 23:00:00,0.0,0.0,0.0,10.74,96.675,0.60825,1.33875,161.7175
2006-02-03 00:00:00,0.0,0.0,0.0,10.5875,92.45,0.81675,1.388,299.75
2006-02-03 01:00:00,0.0,0.0,0.0,11.445,84.21000000000001,1.0325,1.7469999999999999,98.825
2006-02-03 02:00:00,0.0,0.0,0.0,10.852500000000001,85.455,0.479,0.9982500000000001,172.6525
2006-02-03 03:00:00,0.0,0.0,0.0,10.2825,91.85,0.536,1.06075,230.7
2006-02-03 04:00:00,0.0,0.0,0.0,13.2625,71.4375,0.7302500000000001,1.2257500000000001,232.4
2006-02-03 05:00:00,0.0,0.0,0.0,12.6375,73.5575,1.0065,1.5590000000000002,204.15
2006-02-03 06:00:00,0.0,0.0,0.0,15.37,55.7475,0.3645,0.7905,199.375
2006-02-03 07:00:00,0.0,0.0,0.0,14.8525,58.74,0.7035,1.1475,238.45
2006-02-03 08:00:00,0.0,0.0,0.0,17.2725,48.4675,0.398,0.7115,164.825
2006-02-03 09:00:00,0.0,0.0,0.0,19.630000000000003,48.3675,0.29575,0.8865000000000001,165.81
2006-02-03 10:00:00,0.0,0.0,0.0,21.0375,47.955,0.7030000000000001,1.2425,191.375
2006-02-03 11:00:00,0.0,0.0,0.0,20.905,52.5875,1.01375,1.448,246.0
2006-02-03 12:00:00,0.0,0.0,0.0,19.8675,56.7975,1.1480000000000001,1.446,284.05
2006-02-03 13:00:00,0.0,0.0,0.0,20.035,56.785,1.0465,1.50725,273.425
2006-02-03 14:00:00,0.0,0.0,0.0,19.9825,55.6275,1.21275,1.5362500000000001,269.975
2006-02-03 15:00:00,0.0,0.0,0.0,19.509999999999998,55.015,1.076,1.506,282.1
2006-02-03 16:00:00,0.0,0.0,0.0,16.09,67.41,1.63325,2.14175,277.775
2006-02-03 17:00:00,0.0,0.0,0.0,15.24,66.6275,1.47325,2.12875,293.025
2006-02-03 18:00:00,0.0,0.0,0.0,12.855,77.4375,1.03075,1.6035,289.725
2006-02-03 19:00:00,0.0,0.0,0.0,13.3975,73.9225,0.8972500000000001,1.30225,340.475
2006-02-03 20:00:00,0.0,0.0,0.0,18.0925,48.417500000000004,1.1665,1.52925,92.231
2006-02-03 21:00:00,0.0,0.0,0.0,17.0975,54.6175,1.1255,1.78625,184.54500000000002
2006-02-03 22:00:00,0.0,0.0,0.0,18.5625,47.8925,0.94,1.263,178.3635
2006-02-03 23:00:00,0.0,0.0,0.0,12.8475,74.035,0.889,1.3495,252.72500000000002
2006-02-04 00:00:00,0.0,0.0,0.0,11.3425,78.98750000000001,0.84825,1.50975,254.8
2006-02-04 01:00:00,0.0,0.0,0.0,8.46,97.85,2.12925,2.85925,310.0
2006-02-04 02:00:00,0.0,0.0,0.0,8.425,98.225,1.79325,2.3042499999999997,301.8
2006-02-04 03:00:00,0.0,0.0,0.0,8.4125,98.4,0.99875,1.45725,320.225
2006-02-04 04:00:00,0.0,0.0,0.0,8.7125,98.5,1.68975,2.14125,315.65
2006-02-04 05:00:00,0.0,0.0,0.0,8.9225,98.57499999999999,1.7845,2.4295,319.7
2006-02-04 06:00:00,0.0,0.0,0.0,8.7575,98.625,1.7454999999999998,2.25975,317.45
2006-02-04 07:00:00,0.0,0.0,0.0,8.5075,98.7,1.861,2.502,314.75
2006-02-04 08:00:00,0.0,0.0,0.0,9.0275,98.7,2.0149999999999997,2.60475,314.125
2006-02-04 09:00:00,0.0,0.0,0.0,9.9875,98.675,2.24,2.8375,315.225
2006-02-04 10:00:00,0.0,0.0,0.0,10.605,98.425,2.293,2.88675,303.55
2006-02-04 11:00:00,0.0,0.0,0.0,12.1275,90.55,1.76875,2.3705,295.925
2006-02-04 12:00:00,0.0,0.0,0.0,14.0275,79.9025,2.4735,3.14125,303.975
2006-02-04 13:00:00,0.0,0.0,0.0,15.219999999999999,74.81,2.5695,3.27025,302.0
2006-02-04 14:00:00,0.0,0.0,0.0,14.96,75.83500000000001,1.82175,2.5132499999999998,305.85
2006-02-04 15:00:00,0.0,0.0,0.0,14.5825,77.88,1.467,1.90425,325.775
2006-02-04 16:00:00,0.0,0.0,0.0,14.797500000000001,74.38,1.9997500000000001,3.01925,346.375
2006-02-04 17:00:00,0.0,0.0,0.0,13.055,81.7,2.0935,2.769,247.321
2006-02-04 18:00:00,0.0,0.0,0.0,10.2625,97.5,2.05675,2.65625,326.45
2006-02-04 19:00:00,0.0,0.0,0.0,13.2375,77.02,1.94075,2.6355,326.4
2006-02-04 20:00:00,0.0,0.0,0.0,15.4275,56.75,1.5775,2.294,176.54149999999998
2006-02-04 21:00:00,0.0,0.0,0.0,14.98,55.7,1.259,1.82,174.89175
2006-02-04 22:00:00,0.0,0.0,0.0,12.3775,75.0925,1.63075,2.37125,321.95
2006-02-04 23:00:00,0.0,0.0,0.0,12.105,75.85249999999999,1.76525,2.34925,324.1
2006-02-05 00:00:00,0.0,0.0,0.0,16.092499999999998,44.0725,1.0345,1.8327499999999999,311.85
2006-02-05 01:00:00,0.0,0.0,0.0,17.65,29.4075,0.7225,1.227,194.025
2006-02-05 02:00:00,0.0,0.0,0.0,18.905,22.12,0.7395,1.3087499999999999,144.8675
2006-02-05 03:00:00,0.0,0.0,0.0,18.485,22.4725,0.782,1.42825,175.4
2006-02-05 04:00:00,0.0,0.0,0.0,17.4975,27.662499999999998,0.6597500000000001,1.27,154.225
2006-02-05 05:00:00,0.0,0.0,0.0,18.715,19.817500000000003,1.03225,1.6555,70.35249999999999
2006-02-05 06:00:00,0.0,0.0,0.0,18.740000000000002,18.935,1.1125,1.871,93.06
2006-02-05 07:00:00,0.0,0.0,0.0,18.93,18.0975,0.7985,1.4077499999999998,170.675
2006-02-05 08:00:00,0.0,0.0,0.0,18.545,22.732499999999998,1.036,1.5195,97.1
2006-02-05 09:00:00,0.0,0.0,0.0,21.9525,18.86,0.45175,0.8240000000000001,93.475
2006-02-05 10:00:00,0.0,0.0,0.0,22.525,17.5375,0.97375,1.48025,89.575
2006-02-05 11:00:00,0.0,0.0,0.0,23.13,20.4575,1.22375,1.944,99.975
2006-02-05 12:00:00,0.0,0.0,0.0,24.505000000000003,20.975,1.2389999999999999,1.91275,107.55
2006-02-05 13:00:00,0.0,0.0,0.0,24.17,20.7275,0.8325,1.38575,90.945
2006-02-05 14:00:00,0.0,0.0,0.0,23.9125,21.67,0.8394999999999999,1.48975,92.075
2006-02-05 15:00:00,0.0,0.0,0.0,23.555,24.0425,0.875,1.5562500000000001,95.10249999999999
2006-02-05 16:00:00,0.0,0.0,0.0,22.439999999999998,21.509999999999998,0.778,1.1155,89.85
2006-02-05 17:00:00,0.0,0.0,0.0,21.7925,19.6375,0.8095,1.07925,97.475
2006-02-05 18:00:00,0.0,0.0,0.0,19.6275,22.345,0.776,0.9982500000000001,93.7
2006-02-05 19:00:00,0.0,0.0,0.0,20.4075,18.825,1.17375,1.7385,93.7
2006-02-05 20:00:00,0.0,0.0,0.0,20.1325,15.9375,1.1145,1.506,92.8
2006-02-05 21:00:00,0.0,0.0,0.0,19.9225,13.76,1.1925,1.58725,96.3275
2006-02-05 22:00:00,0.0,0.0,0.0,20.075,11.65,1.15175,1.697,85.69500000000001
2006-02-05 23:00:00,0.0,0.0,0.0,19.375,10.9525,1.14325,1.6047500000000001,101.8
2006-02-06 00:00:00,0.0,0.0,0.0,18.7675,11.7175,1.1385,1.6245,89.34
2006-02-06 01:00:00,0.0,0.0,0.0,18.33,12.8575,1.39425,2.0047499999999996,81.075
2006-02-06 02:00:00,0.0,0.0,0.0,17.9875,12.98,1.2395,1.83475,105.175
2006-02-06 03:00:00,0.0,0.0,0.0,17.6725,13.3775,1.471,1.894,90.13
2006-02-06 04:00:00,0.0,0.0,0.0,17.4825,12.8375,1.44075,1.89875,94.0
2006-02-06 05:00:00,0.0,0.0,0.0,17.475,11.81,1.3745,1.904,90.905
2006-02-06 06:00:00,0.0,0.0,0.0,17.189999999999998,11.53,1.323,1.8639999999999999,86.9375
2006-02-06 07:00:00,0.0,0.0,0.0,16.9175,12.5725,1.2635,1.82825,97.8
2006-02-06 08:00:00,0.0,0.0,0.0,17.8175,13.0175,1.3507500000000001,1.83575,100.5
2006-02-06 09:00:00,0.0,0.0,0.0,19.669999999999998,12.307500000000001,1.30975,1.7685,102.225
2006-02-06 10:00:00,0.0,0.0,0.0,20.4675,13.6325,1.15075,1.69925,91.57
2006-02-06 11:00:00,0.0,0.0,0.0,22.3775,11.92,1.2735,1.8739999999999999,95.4
2006-02-06 12:00:00,0.0,0.0,0.0,23.36,11.575,1.147,2.0060000000000002,78.8125
2006-02-06 13:00:00,0.0,0.0,0.0,23.97,14.2275,1.0935,2.0785,115.6
2006-02-06 14:00:00,0.0,0.0,0.0,23.715,17.95,0.7165,1.3935,149.175
2006-02-06 15:00:00,0.0,0.0,0.0,22.03,13.3475,0.4325,0.81075,94.55
2006-02-06 16:00:00,0.0,0.0,0.0,19.3975,26.725,0.46,0.878,189.125
2006-02-06 17:00:00,0.0,0.0,0.0,18.4225,19.2875,0.588,0.88875,117.6
2006-02-06 18:00:00,0.0,0.0,0.0,17.932499999999997,14.395,0.761,1.1647500000000002,92.8675
2006-02-06 19:00:00,0.0,0.0,0.0,17.442500000000003,15.1375,0.8605,1.40525,93.2
2006-02-06 20:00:00,0.0,0.0,0.0,17.6275,13.925,1.04425,1.6405,94.225
2006-02-06 21:00:00,0.0,0.0,0.0,17.8,13.005,0.97075,1.3665,96.125
2006-02-06 22:00:00,0.0,0.0,0.0,17.5925,13.125,1.30025,1.90725,82.4375
2006-02-06 23:00:00,0.0,0.0,0.0,17.6725,12.715,1.2385,1.76325,96.95
2006-02-07 00:00:00,0.0,0.0,0.0,17.77,11.385,1.16175,1.54,95.925
2006-02-07 01:00:00,0.0,0.0,0.0,17.28,10.99,1.014,1.3795,77.49000000000001
2006-02-07 02:00:00,0.0,0.0,0.0,17.22,10.635,1.21925,1.73675,87.825
2006-02-07 03:00:00,0.0,0.0,0.0,16.747500000000002,11.5775,1.16275,1.61225,93.275
2006-02-07 04:00:00,0.0,0.0,0.0,16.575,12.005,1.3345,1.81,97.9
2006-02-07 05:00:00,0.0,0.0,0.0,16.927500000000002,10.344999999999999,1.18875,1.5895,96.15
2006-02-07 06:00:00,0.0,0.0,0.0,17.1,9.2875,1.246,1.70925,109.475
2006-02-07 07:00:00,0.0,0.0,0.0,16.13,10.8,1.13975,1.7205,87.4875
2006-02-07 08:00:00,0.0,0.0,0.0,17.15,11.41,1.2425000000000002,1.8165,94.9
2006-02-07 09:00:00,0.0,0.0,0.0,19.572499999999998,10.4975,1.226,2.056,75.9475
2006-02-07 10:00:00,0.0,0.0,0.0,20.97,10.0925,1.347,2.19225,98.275
2006-02-07 11:00:00,0.0,0.0,0.0,22.0825,10.3475,1.09,1.6455,87.11
2006-02-07 12:00:00,0.0,0.0,0.0,24.4875,9.145,0.89275,1.62975,94.0175
2006-02-07 13:00:00,0.0,0.0,0.0,25.2525,8.54,0.97225,1.5065,70.3575
2006-02-07 14:00:00,0.0,0.0,0.0,25.3675,8.83325,1.0005,1.55125,125.295
2006-02-07 15:00:00,0.0,0.0,0.0,23.355,15.227500000000001,1.0745,1.6207500000000001,268.15
2006-02-07 16:00:00,0.0,0.0,0.0,22.03,18.6825,0.75025,1.194,290.575
2006-02-07 17:00:00,0.0,0.0,0.0,19.225,24.165,0.7230000000000001,1.25,243.775
2006-02-07 18:00:00,0.0,0.0,0.0,17.89,16.78,0.72475,1.4,254.525
2006-02-07 19:00:00,0.0,0.0,0.0,17.53,12.9025,0.7765,1.35275,223.0625
2006-02-07 20:00:00,0.0,0.0,0.0,18.675,11.89,0.915,1.4095,101.9975
2006-02-07 21:00:00,0.0,0.0,0.0,19.5425,10.3475,1.68175,2.3907499999999997,33.3625
2006-02-07 22:00:00,0.0,0.0,0.0,20.7825,7.715249999999999,1.40875,2.6109999999999998,91.7725
2006-02-07 23:00:00,0.0,0.0,0.0,20.9,6.9625,1.6087500000000001,2.2035,84.285
2006-02-08 00:00:00,0.0,0.0,0.0,20.5,6.562250000000001,1.5785,2.15625,76.08500000000001
2006-02-08 01:00:00,0.0,0.0,0.0,20.27,6.5665,1.5485,2.48725,101.35
2006-02-08 02:00:00,0.0,0.0,0.0,19.88,6.786,1.5082499999999999,2.2525,85.33
2006-02-08 03:00:00,0.0,0.0,0.0,19.4975,6.965,1.4395,2.266,97.43
2006-02-08 04:00:00,0.0,0.0,0.0,18.79,7.3255,1.2725,1.84575,96.925
2006-02-08 05:00:00,0.0,0.0,0.0,20.134999999999998,6.517,1.72275,2.41975,70.7025
2006-02-08 06:00:00,0.0,0.0,0.0,20.4625,6.5105,1.7485,2.44875,99.355
2006-02-08 07:00:00,0.0,0.0,0.0,20.3525,7.01175,1.5502500000000001,2.22075,83.825
2006-02-08 08:00:00,0.0,0.0,0.0,21.1075,7.28,1.7487499999999998,2.4210000000000003,81.085
2006-02-08 09:00:00,0.0,0.0,0.0,22.8525,7.3759999999999994,1.7525,2.6965,85.3125
2006-02-08 10:00:00,0.0,0.0,0.0,23.939999999999998,7.8614999999999995,1.58525,2.56725,72.1675
2006-02-08 11:00:00,0.0,0.0,0.0,24.865000000000002,8.45,1.5862500000000002,2.29225,85.02250000000001
2006-02-08 12:00:00,0.0,0.0,0.0,26.065,8.2275,1.7,2.31475,100.525
2006-02-08 13:00:00,0.0,0.0,0.0,26.8675,8.1475,1.2962500000000001,1.86925,91.745
2006-02-08 14:00:00,0.0,0.0,0.0,26.3575,7.859,1.62,2.25275,69.7025
2006-02-08 15:00:00,0.0,0.0,0.0,26.4375,7.76075,1.332,1.9072500000000001,89.74
2006-02-08 16:00:00,0.0,0.0,0.0,25.6225,8.22325,1.146,1.77725,127.5
2006-02-08 17:00:00,0.0,0.0,0.0,22.6525,8.7875,1.147,1.5955,316.725
2006-02-08 18:00:00,0.0,0.0,0.0,21.0225,5.6265,1.15575,1.90375,296.75
2006-02-08 19:00:00,0.0,0.0,0.0,21.62,4.2925,0.7375,1.51075,296.7
2006-02-08 20:00:00,0.0,0.0,0.0,22.155,4.27525,0.965,1.39275,292.27500000000003
2006-02-08 21:00:00,0.0,0.0,0.0,21.585,4.095750000000001,0.91475,1.5010000000000001,267.9
2006-02-08 22:00:00,0.0,0.0,0.0,20.509999999999998,9.496749999999999,0.69,1.49375,184.0425
2006-02-08 23:00:00,0.0,0.0,0.0,20.802500000000002,10.9225,1.2245,1.97125,52.76
2006-02-09 00:00:00,0.0,0.0,0.0,20.575,12.3275,1.27675,2.02225,31.744999999999997
2006-02-09 01:00:00,0.0,0.0,0.0,20.6875,12.0525,1.22875,2.2795,30.285
2006-02-09 02:00:00,0.0,0.0,0.0,21.0775,10.5675,1.10875,1.74975,45.5375
2006-02-09 03:00:00,0.0,0.0,0.0,21.2225,10.5,1.03675,1.8547500000000001,48.177499999999995
2006-02-09 04:00:00,0.0,0.0,0.0,21.752499999999998,9.625,1.275,2.04825,55.832499999999996
2006-02-09 05:00:00,0.0,0.0,0.0,21.955,8.865,1.08475,1.5787499999999999,67.9975
2006-02-09 06:00:00,0.0,0.0,0.0,21.8575,8.8575,0.9305,1.767,58.6725
2006-02-09 07:00:00,0.0,0.0,0.0,21.8675,9.46,0.8115,1.334,62.7975
2006-02-09 08:00:00,0.0,0.0,0.0,22.93,10.675,0.60725,1.068,69.645
2006-02-09 09:00:00,0.0,0.0,0.0,24.87,9.6125,0.57975,1.03275,289.85
2006-02-09 10:00:00,0.0,0.0,0.0,26.1125,9.530000000000001,0.86425,1.24125,287.4
2006-02-09 11:00:00,0.0,0.0,0.0,26.9175,9.325,1.446,1.90475,282.775
2006-02-09 12:00:00,0.0,0.0,0.0,27.505000000000003,8.8525,1.81025,2.4050000000000002,281.475
2006-02-09 13:00:00,0.0,0.0,0.0,27.6575,8.55,2.0585,2.6045,276.225
2006-02-09 14:00:00,0.0,0.0,0.0,26.655,8.45225,2.7975000000000003,3.42175,280.8
2006-02-09 15:00:00,0.0,0.0,0.0,26.1375,8.19025,2.72825,3.287,277.6
2006-02-09 16:00:00,0.0,0.0,0.0,25.48,8.879999999999999,2.357,2.90725,290.84999999999997
2006-02-09 17:00:00,0.0,0.0,0.0,21.4025,17.7225,1.812,2.387,323.4
2006-02-09 18:00:00,0.0,0.0,0.0,20.87,11.2375,2.07075,2.77775,323.175
2006-02-09 19:00:00,0.0,0.0,0.0,21.0675,10.095,1.9492500000000001,2.411,318.1
2006-02-09 20:00:00,0.0,0.0,0.0,19.6175,12.2325,1.51475,2.04025,309.4
2006-02-09 21:00:00,0.0,0.0,0.0,18.7325,12.305,1.5082499999999999,1.8335,314.425
2006-02-09 22:00:00,0.0,0.0,0.0,20.3175,10.2675,1.2682499999999999,1.9555,313.625
2006-02-09 23:00:00,0.0,0.0,0.0,21.3675,9.057500000000001,0.64975,1.0645,197.1575
2006-02-10 00:00:00,0.0,0.0,0.0,20.0125,12.0175,0.5335,1.086,93.07475000000001
2006-02-10 01:00:00,0.0,0.0,0.0,20.355,11.86,0.34425,0.7045,128.245
2006-02-10 02:00:00,0.0,0.0,0.0,18.495,14.6325,0.40199999999999997,1.134,188.05
2006-02-10 03:00:00,0.0,0.0,0.0,17.33,16.42,0.47575,1.125,149.525
2006-02-10 04:00:00,0.0,0.0,0.0,15.182500000000001,26.355,0.3165,0.80675,214.975
2006-02-10 05:00:00,0.0,0.0,0.0,16.165,23.95,0.1325,0.444,155.495
2006-02-10 06:00:00,0.0,0.0,0.0,15.055,27.3975,0.51025,0.9035,153.925
2006-02-10 07:00:00,0.0,0.0,0.0,15.4525,24.689999999999998,0.4895,0.808,85.2375
2006-02-10 08:00:00,0.0,0.0,0.0,12.54,62.135,0.28625,0.72125,150.9475
2006-02-10 09:00:00,0.0,0.0,0.0,15.280000000000001,58.887499999999996,0.241,0.5447500000000001,172.175
2006-02-10 10:00:00,0.0,0.0,0.0,18.8525,41.1175,0.493,0.8755,105.72524999999999
2006-02-10 11:00:00,0.0,0.0,0.0,18.315,57.3575,0.71025,1.26,292.275
2006-02-10 12:00:00,0.0,0.0,0.0,18.377499999999998,59.28,1.187,2.04725,258.5
2006-02-10 13:00:00,0.0,0.0,0.0,17.4325,64.3625,1.63125,2.19375,262.0
2006-02-10 14:00:00,0.0,0.0,0.0,16.745,67.7325,1.76175,2.47625,279.9
2006-02-10 15:00:00,0.0,0.0,0.0,14.32,76.81,1.842,2.4465,295.75
2006-02-10 16:00:00,0.0,0.0,0.0,14.6575,72.6375,0.707,1.2029999999999998,243.29449999999997
2006-02-10 17:00:00,0.0,0.0,0.0,13.26,70.95,0.424,0.983,311.925
2006-02-10 18:00:00,0.0,0.0,0.0,11.265,68.7425,0.6735,1.36325,297.04999999999995
2006-02-10 19:00:00,0.0,0.0,0.0,13.1225,47.485,1.017,1.54325,307.7
2006-02-10 20:00:00,0.0,0.0,0.0,13.8175,50.8875,1.6745,2.13275,330.65
2006-02-10 21:00:00,0.0,0.0,0.0,14.0475,47.62,1.37575,1.9435,324.575
2006-02-10 22:00:00,0.0,0.0,0.0,16.9125,29.705000000000002,1.346,2.11925,100.17375
2006-02-10 23:00:00,0.0,0.0,0.0,10.9525,68.9375,0.6347499999999999,1.1552499999999999,289.2
2006-02-11 00:00:00,0.0,0.0,0.0,15.280000000000001,40.3625,0.83775,1.4195,53.7595
2006-02-11 01:00:00,0.0,0.0,0.0,12.439,62.25,0.63275,1.6675,210.72500000000002
